% Model:              Piano Soundboard.mph
% Version:            COMSOL 6.1.0.282
% Date:               Dec 30 2022, 22:51
% Table:              Table 3 - Point Probe 1
% test_x (m)                                      test_y (m)                                        freq (Hz)                                         Zdb, Point: 5                                     Z (N*s/m), Point: 5
0.25                                              0.55                                              576                                               57.6106379317278                                  569.2029439676769+502.8510703605673i
0.25                                              0.55                                              578                                               55.584930251293116                                378.7351089667109+467.3115630947288i
0.25                                              0.55                                              580                                               56.338824966139356                                287.9074042444977+589.5078191886599i
0.25                                              0.55                                              582                                               57.995932305357556                                279.5519239082253+743.1132988303348i
0.25                                              0.55                                              584                                               59.777797605312195                                325.9149002252641+918.6415638679939i
0.25                                              0.55                                              586                                               61.66681250729016                                 434.51098400112164+1130.9503806377522i
0.25                                              0.55                                              588                                               63.771410065645604                                651.5039299113068+1399.512670473342i
0.25                                              0.55                                              590                                               66.21642344694345                                 1103.101255348311+1722.688536356936i
0.25                                              0.55                                              592                                               69.00406970827379                                 2081.4696020545425+1902.160261936267i
0.25                                              0.55                                              594                                               71.24738886774773                                 3541.6428296724443+885.4180906386598i
0.25                                              0.55                                              596                                               70.5830480771123                                  3140.5009370365606-1254.6159851623158i
0.25                                              0.55                                              598                                               67.73884448358422                                 1712.4961372274515-1734.559759206769i
0.25                                              0.55                                              600                                               64.84406411626806                                 936.9260381065467-1474.082133320134i
0.25                                              0.55                                              602                                               62.351480222150634                                571.0089159200977-1180.0181464884186i
0.25                                              0.55                                              604                                               60.200465858328094                                382.8194110027841-949.0469829554547i
0.25                                              0.55                                              606                                               58.288057319902286                                276.5291739576729-773.148098473946i
0.25                                              0.55                                              608                                               56.532852893003394                                212.41657987497447-636.3604405053705i
0.25                                              0.55                                              610                                               54.881460470079375                                173.16304107889644-526.9987711556896i
0.25                                              0.55                                              612                                               53.345606001322764                                151.57562453691057-439.406393695312i
0.25                                              0.55                                              614                                               52.06362734345469                                 139.05191742431674-376.15550195545126i
0.25                                              0.55                                              616                                               50.796125818688424                                117.66539561358728-325.9970803117942i
0.25                                              0.55                                              618                                               49.22668375821908                                 97.19202567942374-272.47515414707914i
0.25                                              0.55                                              620                                               47.48241948391467                                 83.86398244080247-221.30021636044413i
0.25                                              0.55                                              622                                               45.57712029459451                                 75.1100063094524-174.57238302349677i
0.25                                              0.55                                              624                                               43.44668274329469                                 69.15423912862894-131.65006857261685i
0.25                                              0.55                                              626                                               41.015635527853604                                65.17354396502066-91.58094218546846i
0.25                                              0.55                                              628                                               38.33317166676843                                 62.843121722028776-53.51083194887688i
0.25                                              0.55                                              630                                               36.180476735894025                                62.21297015030861-16.719518588565293i
0.25                                              0.55                                              632                                               36.48115627486804                                 63.85169320000651+19.247283016865286i
0.25                                              0.55                                              634                                               38.838993407332666                                69.10484317042739+53.65363409780564i
0.25                                              0.55                                              636                                               41.032537715416154                                77.37436509791466+81.83602951146563i
0.25                                              0.55                                              638                                               42.27484159594668                                 77.62863235545377+104.2023904943981i
0.25                                              0.55                                              640                                               43.70094362442691                                 72.02551448561066+135.12848497892446i
0.25                                              0.55                                              642                                               45.39954688017224                                 70.28187827141713+172.4254191011912i
0.25                                              0.55                                              644                                               47.018000728566975                                72.2541856239626+212.3822503404166i
0.25                                              0.55                                              646                                               48.50385873278861                                 76.9592092611839+254.82305216103128i
0.25                                              0.55                                              648                                               49.88770771854733                                 84.23284647480973+300.586665180725i
0.25                                              0.55                                              650                                               51.20720726999355                                 94.48319375678325+350.88110654932717i
0.25                                              0.55                                              652                                               52.496123162125386                                108.62546028217984+407.2711365575081i
0.25                                              0.55                                              654                                               53.78520782431231                                 128.240865181342+471.8282674208642i
0.25                                              0.55                                              656                                               55.10482694179403                                 155.9913361483827+547.3757541984742i
0.25                                              0.55                                              658                                               56.487872231800374                                196.48494320360751+637.8335406699256i
0.25                                              0.55                                              660                                               57.97297131606974                                 258.1017398359026+748.61619951071i
0.25                                              0.55                                              662                                               59.60787099831549                                 357.0479905166475+886.6690287113298i
0.25                                              0.55                                              664                                               61.45079439243294                                 526.7836087486634+1057.8860201136608i
0.25                                              0.55                                              666                                               63.55702859131894                                 839.2609234022276+1250.581249587735i
0.25                                              0.55                                              668                                               65.88785466140125                                 1431.1806705016847+1353.2585218775785i
0.25                                              0.55                                              670                                               67.91894207893569                                 2316.5391553051795+909.1470436409917i
0.25                                              0.55                                              672                                               68.16750757184253                                 2532.478697061961-379.7890944996285i
0.25                                              0.55                                              674                                               66.23984551610383                                 1711.0105719452272-1131.1761363970977i
0.25                                              0.55                                              676                                               63.6426610771354                                  1013.6549675405827-1134.0130138597071i
0.25                                              0.55                                              678                                               61.17169471421803                                 635.2759536826128-951.9019683948637i
0.25                                              0.55                                              680                                               58.932816999039986                                434.5360382557955-770.2683908898915i
0.25                                              0.55                                              682                                               56.86755926508881                                 323.4288734279457-617.6792739631425i
0.25                                              0.55                                              684                                               54.91051418856239                                 261.8782361732212-491.11953107916537i
0.25                                              0.55                                              686                                               53.06658518702513                                 233.7077808008483-384.6941294026628i
0.25                                              0.55                                              688                                               51.61145468078507                                 235.67873061620355-298.9669821431264i
0.25                                              0.55                                              690                                               51.23297530911508                                 262.2052232880819-253.1379787982081i
0.25                                              0.55                                              692                                               51.333144404061215                                261.9578921280675-259.4374460603072i
0.25                                              0.55                                              694                                               50.22249690387377                                 210.46398439673106-246.9040235427449i
0.25                                              0.55                                              696                                               48.20326642400575                                 165.72672381876035-196.60546459256992i
0.25                                              0.55                                              698                                               45.8639731543255                                  141.62403817617923-136.10932848652143i
0.25                                              0.55                                              700                                               43.610949310035814                                131.50493008564155-75.3190511674009i
0.25                                              0.55                                              702                                               42.41571021919051                                 131.2145107831778-14.957864009488388i
0.25                                              0.55                                              704                                               43.37910565369823                                 140.12052364856+46.24772925827375i
0.25                                              0.55                                              706                                               45.763662035365556                                160.37398738253864+109.46388302643578i
0.25                                              0.55                                              708                                               48.426384447302866                                197.93761022505166+174.4287333726709i
0.25                                              0.55                                              710                                               50.91803614572616                                 264.18937241780833+231.82502595596296i
0.25                                              0.55                                              712                                               52.75431892959222                                 356.61837105706854+247.7411206355636i
0.25                                              0.55                                              714                                               53.294083766679066                                409.79462551765783+213.4795668334361i
0.25                                              0.55                                              716                                               53.54031889170399                                 420.5090519158492+221.6580821140098i
0.25                                              0.55                                              718                                               54.88134661749987                                 486.9927297901697+265.5996196738105i
0.25                                              0.55                                              720                                               56.51271508410634                                 624.8789636225873+239.83237892451476i
0.25                                              0.55                                              722                                               56.83165824627557                                 689.9035470808558+78.51718510263044i
0.25                                              0.55                                              724                                               55.37194019052504                                 586.4452173029974-24.20349094291079i
0.25                                              0.55                                              726                                               53.91707623355472                                 496.1116540811159+17.64077834938488i
0.25                                              0.55                                              728                                               54.08639137630992                                 495.6252780594282+102.91252957204874i
0.25                                              0.55                                              730                                               55.39883921089091                                 562.2029162464031+174.848698682861i
0.25                                              0.55                                              732                                               57.36791696150356                                 704.0095860177971+223.3084431999587i
0.25                                              0.55                                              734                                               59.59077223230376                                 943.6230608753528+140.18059945811996i
0.25                                              0.55                                              736                                               60.70401624430222                                 1066.7113882287786-195.22137926004834i
0.25                                              0.55                                              738                                               59.94700002614758                                 866.7714210388428-486.39261074686794i
0.25                                              0.55                                              740                                               58.262682430759355                                619.8515625293668-534.8668372225641i
0.25                                              0.55                                              742                                               56.68727598651658                                 469.5375607402855-495.88431075067876i
0.25                                              0.55                                              744                                               55.28568012817507                                 363.3267114677016-453.5663516450349i
0.25                                              0.55                                              746                                               53.6349533725794                                  275.2640558707622-393.9132721690989i
0.25                                              0.55                                              748                                               51.7785184765055                                  216.3391737553972-322.1904435036256i
0.25                                              0.55                                              750                                               49.83959994705998                                 181.77048454154743-251.66150947764876i
0.25                                              0.55                                              752                                               47.89208733593615                                 163.8098289534217-186.31586451150346i
0.25                                              0.55                                              754                                               46.14953233111205                                 158.08089472788052-127.34105861516534i
0.25                                              0.55                                              756                                               44.999072818803185                                160.04633902521746-77.46738344185297i
0.25                                              0.55                                              758                                               44.269698285119944                                159.71530159755946-34.917468186257594i
0.25                                              0.55                                              760                                               43.85686397372689                                 155.3648766952267+12.893356971739339i
0.25                                              0.55                                              762                                               44.65584574815041                                 156.10694414395732+69.60020193042261i
0.25                                              0.55                                              764                                               46.52711414386937                                 165.50744710465855+132.49676530643274i
0.25                                              0.55                                              766                                               48.722633897604936                                184.5413555717277+201.15383535905187i
0.25                                              0.55                                              768                                               50.89422106346086                                 215.20513884922008+276.6767582103254i
0.25                                              0.55                                              770                                               52.97754891731767                                 260.908785361723+361.1426827889327i
0.25                                              0.55                                              772                                               55.03544390451776                                 329.11906739017894+458.8025531526501i
0.25                                              0.55                                              774                                               57.14670922709705                                 436.96391857911954+572.2496064920792i
0.25                                              0.55                                              776                                               59.34619833003968                                 614.5683984503013+694.6553679305122i
0.25                                              0.55                                              778                                               61.62763242618279                                 910.8125253625526+790.6240516806214i
0.25                                              0.55                                              780                                               63.847392404115965                                1370.602808537799+739.325020288136i
0.25                                              0.55                                              782                                               65.4962003311997                                  1858.2941889242031+302.94169973072417i
0.25                                              0.55                                              784                                               65.79174133809164                                 1895.1520306219554-450.63269850540775i
0.25                                              0.55                                              786                                               64.76893029808144                                 1462.5492652985963-927.0240228286967i
0.25                                              0.55                                              788                                               63.2721442241602                                  1025.7758263416622-1035.4115006207794i
0.25                                              0.55                                              790                                               61.73883652376591                                 716.3397005656677-989.5716125991169i
0.25                                              0.55                                              792                                               60.22711912662761                                 511.59694152017676-889.9192518592143i
0.25                                              0.55                                              794                                               58.78601552837065                                 382.9574452666728-780.6935671516893i
0.25                                              0.55                                              796                                               57.43251815472468                                 303.4839273534629-679.3883684433697i
0.25                                              0.55                                              798                                               56.15136085158164                                 255.39382020763065-589.0676240656423i
0.25                                              0.55                                              800                                               54.92622446592208                                 229.37566392270938-508.2204633441695i
0.25                                              0.65                                              300                                               40.254318491194866                                43.62954026697976+93.27131713835259i
0.25                                              0.65                                              302                                               41.72477902920182                                 89.88977012650601+82.4351021447921i
0.25                                              0.65                                              304                                               41.7211604581625                                  66.30155147750129+102.3104673278518i
0.25                                              0.65                                              306                                               46.77765962540873                                 160.25667393105527+148.1054678693115i
0.25                                              0.65                                              308                                               44.696165058456344                                164.83847757496827-48.107380705654364i
0.25                                              0.65                                              310                                               34.62857593605404                                 52.290686929566576-12.99055940759958i
0.25                                              0.65                                              312                                               32.47418275146025                                 28.227447446462104+31.160082583962424i
0.25                                              0.65                                              314                                               36.501539002041625                                21.479537760899614+63.30125247346634i
0.25                                              0.65                                              316                                               39.409663143190386                                20.11849224383952+91.23750800619719i
0.25                                              0.65                                              318                                               41.69200586298316                                 21.98646731612786+119.5009538194138i
0.25                                              0.65                                              320                                               43.79068531051348                                 27.913821864899596+152.17671644883524i
0.25                                              0.65                                              322                                               46.031873128381406                                42.850355443367626+195.62160428227938i
0.25                                              0.65                                              324                                               48.841706037188935                                88.33554627939996+262.2719442905082i
0.25                                              0.65                                              326                                               52.67211589047392                                 283.4055932452475+323.5710899690847i
0.25                                              0.65                                              328                                               51.045783517591055                                349.32037752470904-72.12489140684342i
0.25                                              0.65                                              330                                               41.3861813962016                                  106.49171635248118-49.188464343642345i
0.25                                              0.65                                              332                                               34.96045745970967                                 50.37820953619368+24.405978511740873i
0.25                                              0.65                                              334                                               38.175664562464824                                33.554830596728976+73.78407540265371i
0.25                                              0.65                                              336                                               41.25205387377014                                 27.618751879230846+112.15492353351387i
0.25                                              0.65                                              338                                               43.45719510090199                                 26.20369404919382+146.56400983226928i
0.25                                              0.65                                              340                                               45.25454403591791                                 27.62295875941685+181.02094337117393i
0.25                                              0.65                                              342                                               46.89004208605576                                 31.813165789217653+218.7547301340974i
0.25                                              0.65                                              344                                               48.5160117768795                                  39.93501499112437+263.5550485173555i
0.25                                              0.65                                              346                                               50.265674122811326                                55.27694320887268+321.32976526777736i
0.25                                              0.65                                              348                                               52.30687135606905                                 86.98923158486635+403.1453157567271i
0.25                                              0.65                                              350                                               54.912474637241424                                165.99548020651508+531.3793124154818i
0.25                                              0.65                                              352                                               58.54180538617365                                 425.9276406351075+730.3280446735988i
0.25                                              0.65                                              354                                               62.506819058012056                                1271.8214489120332+404.40569217175255i
0.25                                              0.65                                              356                                               58.26552031862992                                 643.731033369618-506.3072170546071i
0.25                                              0.65                                              358                                               51.71242234314338                                 227.31224623560496-310.9078062366148i
0.25                                              0.65                                              360                                               45.66203478911994                                 120.72009701299977-149.18715573977187i
0.25                                              0.65                                              362                                               39.85245993577645                                 91.46740955786846-36.05128631709546i
0.25                                              0.65                                              364                                               41.8434735809401                                  105.99469460833342+63.663238901413386i
0.25                                              0.65                                              366                                               48.54634122403297                                 220.99701610904023+150.71281555785006i
0.25                                              0.65                                              368                                               51.238484504407964                                355.71699236258115-80.40176782358823i
0.25                                              0.65                                              370                                               45.17538326598712                                 134.0604014747207-122.28556613569182i
0.25                                              0.65                                              372                                               38.0612138304671                                  65.02347811133428-46.5948916147085i
0.25                                              0.65                                              374                                               32.900284974039025                                43.18822148321002+9.20598030554006i
0.25                                              0.65                                              376                                               35.95413838065835                                 34.42686820073906+52.478980706969544i
0.25                                              0.65                                              378                                               39.546156710713184                                30.832959345295997+89.76115567970072i
0.25                                              0.65                                              380                                               42.16661684098159                                 30.07853446831761+124.75604784959548i
0.25                                              0.65                                              382                                               44.24955058421469                                 31.525265275489136+160.03329348400078i
0.25                                              0.65                                              384                                               46.068784575429895                                35.3687738017637+197.97807469007893i
0.25                                              0.65                                              386                                               47.792342673647816                                42.646285266903995+241.51833345622595i
0.25                                              0.65                                              388                                               49.552712949560636                                55.94705552012467+295.0989285890132i
0.25                                              0.65                                              390                                               51.49355075154809                                 81.81614527705456+366.53822103439336i
0.25                                              0.65                                              392                                               53.82181694000066                                 139.53515563659917+470.76674322615963i
0.25                                              0.65                                              394                                               56.87971747396248                                 301.1427750913843+629.9284121668342i
0.25                                              0.65                                              396                                               60.79960475093095                                 855.2234816211412+686.1106460632882i
0.25                                              0.65                                              398                                               60.530194547628035                                1015.2506647908299-314.82155908518155i
0.25                                              0.65                                              400                                               54.53625699812204                                 364.1279263444268-389.3737503329099i
0.25                                              0.65                                              402                                               48.795427103247356                                164.51170814208854-220.71208195408175i
0.25                                              0.65                                              404                                               43.1121182840882                                  97.57795586444405-104.65645190356344i
0.25                                              0.65                                              406                                               37.35022340795988                                 70.21041866987733-22.433900438563995i
0.25                                              0.65                                              408                                               37.28271671865438                                 58.95423400015974+43.28263956828003i
0.25                                              0.65                                              410                                               41.4043469911183                                  57.09786454331156+102.74969650239078i
0.25                                              0.65                                              412                                               44.90788073028988                                 64.28499314278871+163.78803849164774i
0.25                                              0.65                                              414                                               47.98183008903238                                 86.52607393325391+235.25634096377274i
0.25                                              0.65                                              416                                               51.149169061261965                                147.28268989901508+329.5444672624648i
0.25                                              0.65                                              418                                               54.854995597019894                                341.5740404536295+434.93779953861656i
0.25                                              0.65                                              420                                               57.41271674469631                                 729.6453001276251+137.0040142783096i
0.25                                              0.65                                              422                                               52.92155878715934                                 376.1054840452742-233.4511779340191i
0.25                                              0.65                                              424                                               46.44676992329863                                 157.6727817140108-138.79304353292537i
0.25                                              0.65                                              426                                               39.978520780138496                                88.35521557375489-46.30356629282417i
0.25                                              0.65                                              428                                               36.19762187384788                                 61.18755346680403+20.554684409753524i
0.25                                              0.65                                              430                                               38.87834141984118                                 48.96455031717204+72.98169868181168i
0.25                                              0.65                                              432                                               41.99991805094499                                 43.5378530388375+118.12319086148777i
0.25                                              0.65                                              434                                               44.38454597759943                                 42.04878467730154+160.23842822350497i
0.25                                              0.65                                              436                                               46.31751368492665                                 43.55264189139252+202.32027147160824i
0.25                                              0.65                                              438                                               48.0166351939595                                  48.09627655065093+247.0316329398235i
0.25                                              0.65                                              440                                               49.621335101391686                                56.61850795295452+297.3963083296578i
0.25                                              0.65                                              442                                               51.237885221024435                                71.44563418069815+357.5978089964397i
0.25                                              0.65                                              444                                               52.97071423988687                                 97.9023830265176+434.2814949019213i
0.25                                              0.65                                              446                                               54.95142198042565                                 149.2663316074389+538.9154579124094i
0.25                                              0.65                                              448                                               57.37610898823899                                 264.3424616195167+690.3978220283533i
0.25                                              0.65                                              450                                               60.50927228116141                                 578.8561130550374+888.4492936786014i
0.25                                              0.65                                              452                                               63.827573113750674                                1398.6102670843857+676.7575235837121i
