% Model:              HL4-Brass.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jan 6 2023, 14:32
% Dimension:          1
% Nodes:              256
% Expressions:        1
% Description:        Global
% freq (Hz)               tube
523.5294117647059         127.84444072485593
528.0392156862745         129.89252515241103
532.5490196078431         131.86785437110228
537.0588235294117         133.8755336784088
541.5686274509803         136.02980018383485
546.078431372549          138.49137874621616
550.5882352941176         141.54909140451923
555.0980392156863         145.89359722042963
559.6078431372549         154.34801989531798
564.1176470588235         158.4851202611963
568.6274509803922         147.27367471274914
573.1372549019608         142.40509588393843
577.6470588235294         139.1356743558092
582.156862745098          136.56836999614913
586.6666666666666         134.3594148921651
591.1764705882352         132.32853166607623
595.6862745098039         130.3547390591799
600.1960784313726         128.33340076880222
604.7058823529412         126.14635431958276
609.2156862745098         123.62133328425188
613.7254901960785         120.43731378589143
618.2352941176471         115.78537329074025
622.7450980392157         105.84201852301581
627.2549019607843         106.79771512382332
631.7647058823529         116.1090959513725
636.2745098039215         120.63816766891252
640.7843137254902         123.77236996128946
645.2941176470588         126.27243425858953
649.8039215686274         128.44650635928812
654.313725490196          130.462262811919
658.8235294117648         132.43627958145834
663.3333333333334         134.47329734586745
667.843137254902          136.69617252575523
672.3529411764706         139.29043557993688
676.8627450980392         142.61495684123764
681.3725490196078         147.62741684054313
685.8823529411765         159.815700368683
690.3921568627451         153.6060454878299
694.9019607843137         145.5963316650951
699.4117647058823         141.35649828102368
703.9215686274509         138.34305792435865
708.4313725490196         135.9038462425666
712.9411764705882         133.760974643092
717.4509803921569         131.75768414209446
721.9607843137255         129.7810316157139
726.4705882352941         127.725576685877
730.9803921568628         125.462905254342
735.4901960784314         122.79218652195655
740                       119.30967953705611
744.5098039215686         113.8669656867083
749.0196078431372         97.70318137185092
753.5294117647059         110.5925759500447
758.0392156862745         117.64353106511308
762.5490196078431         121.63323436402149
767.0588235294117         124.53769547338057
771.5686274509803         126.92119597411384
776.0784313725491         129.0357185040757
780.5882352941177         131.02853615797304
785.0980392156863         133.00965260781874
789.6078431372549         135.08579001254094
794.1176470588235         137.3918407718256
798.6274509803922         140.14624786993508
803.1372549019608         143.8061492391603
807.6470588235294         149.76865760452037
812.156862745098          177.1444940287445
816.6666666666666         150.49050507679834
821.1764705882352         144.1760687085735
825.6862745098039         140.40345210983185
830.1960784313726         137.59677484336487
834.7058823529412         135.26351324606873
839.2156862745098         133.1738874679904
843.7254901960785         131.18881084910532
848.2352941176471         129.2005343073014
852.7450980392157         127.10041238692631
857.2549019607843         124.74597773528083
861.7647058823529         121.89830045113185
866.2745098039215         118.03569354665471
870.7843137254902         111.42613414207304
875.2941176470588         92.76438164018211
879.8039215686274         113.2370670502988
884.313725490196          118.96227539978952
888.8235294117648         122.54289334027766
893.3333333333334         125.26010855022191
897.843137254902          127.54683735442931
902.3529411764706         129.61361158535777
906.8627450980392         131.59240350579992
911.3725490196078         133.58929962869408
915.8823529411765         135.71546993251238
920.3921568627451         138.12207350454122
924.9019607843137         141.07167435134636
929.4117647058823         145.16386606671713
933.9215686274509         152.59097167365724
938.4313725490196         162.2834733511469
942.9411764705882         148.1850192848483
947.4509803921569         142.9369621200717
951.9607843137255         139.5245219458919
956.4705882352941         136.8874630438681
960.9803921568628         134.64228966866554
965.4901960784314         132.59501306798666
970                       130.61971810878174
974.5098039215686         128.6113420015827
979.0196078431372         126.45548237866164
983.5294117647059         123.99090999897722
988.0392156862745         120.92741874504873
992.5490196078431         116.56951612777644
997.0588235294117         108.05999721438852
1001.5686274509803        104.19062354272131
1006.0784313725491        115.27270301105901
1010.5882352941177        120.12232679786813
1015.0980392156863        123.38438690429939
1019.6078431372549        125.94797086907172
1024.1176470588234        128.15487146769965
1028.627450980392         130.18467404827896
1033.1372549019607        132.1581020432021
1037.6470588235293        134.17975329763112
1042.156862745098         136.36794826689965
1046.6666666666665        138.89544334037706
1051.1764705882351        142.08464538694847
1055.6862745098038        146.74957038702158
1060.1960784313726        156.75576234857377
1064.7058823529412        155.5882980844598
1069.2156862745098        146.35246245053145
1073.7254901960785        141.837350074248
1078.235294117647         138.70857074574187
1082.7450980392157        136.2110502644053
1087.2549019607843        134.03813408127803
1091.764705882353         132.0226707797407
1096.2745098039215        130.04826042831436
1100.7843137254902        128.01014016280405
1105.2941176470588        125.78522080989467
1109.8039215686274        123.18733621298128
1114.313725490196         119.85581749901482
1118.8235294117646        114.82596060103751
1123.3333333333333        102.53786023371809
1127.8431372549019        108.98661312695845
1132.3529411764705        116.93670162463084
1136.862745098039         121.16264439842399
1141.3725490196077        124.17004210659051
1145.8823529411764        126.60600682253688
1150.3921568627452        128.74700216928545
1154.9019607843138        130.7492615420765
1159.4117647058824        132.7255357760319
1163.921568627451         134.78125978107133
1168.4313725490197        137.04503335135377
1172.9411764705883        139.7182338044277
1177.450980392157         143.2062096849506
1181.9607843137255        148.6639984760059
1186.4705882352941        164.90000338497128
1190.9803921568628        151.83577930610778
1195.4901960784314        144.82160173280528
1200                      140.84125991413433
